source  target  weight
Cas1_IIIb/Cas1g/Cas1_II/Cas1d/Cas1a/Cas1b/RT/C3a216/Cas1c/Cas6/Cas1_IIIa/Cas1	cas_type_I-D	5.12
Cas9	cas_type_II-A	96.44
MTase_II/oMTase	DMS_other	10.15
MTase_II/oMTase	RM_type_II	86.66
MTase_II/oMTase	meta	3.2
ZorF3/ZorB1/ZorB3	zorya_other	10.37
ZorF3/ZorB1/ZorB3	zorya_type_III	74.48
ZorF3/ZorB1/ZorB3	zorya_type_I	14.49
MzaE	mza_other	8.74
MzaE	mza	89.25
Cas5c/Cas5/Cas8c	cas_type_I-C	96.51
Cas5c/Cas5/Cas8c	cas_type_other	3.26
Cas5f/Cas6f/Cas7f	cas_type_I-F1	94.15
Cas5f/Cas6f/Cas7f	cas_type_other	5.85
MTase_II/DndC	DMS_other	14.08
MTase_II/DndC	PT_DndABCDE	84.69
PbeC/DndD	DMS_other	8.92
PbeC/DndD	PT_DndABCDE	83.44
PbeC/DndD	meta	6.95
Specificity_I/REase_I	DMS_other	18.14
Specificity_I/REase_I	RM_type_I	81.03
BrxB	DMS_other	32.38
BrxB	brex_type_I	64.42
QueC/QatB/QatC	qatABCD	69.48
QueC/QatB/QatC	qatABCD_other	28.25
Cas9	cas_type_II-C	96.67
SoFic	SoFic	100.0
AbiEi	AbiE	99.53
Specificity_I	DMS_other	10.11
Specificity_I	RM_type_I	89.63
MTase_II/DruM2/REase_II/oMTase	DMS_other	4.56
MTase_II/DruM2/REase_II/oMTase	RM_type_II	82.77
MTase_II/DruM2/REase_II/oMTase	meta	10.88
Vsr	VSPR	94.39
Vsr	meta	5.61
Cas4/Cas4b	cas_type_I-B1	84.27
Cas4/Cas4b	cas_type_other	4.5
Cas4/Cas4b	meta	5.92
GajA/HEC-02A/PtuA1/AbiLi/HEC-01A/ATPase_I-A/AriA/NsnB/ATPase-Toprim_I-B	septu_type_I	48.97
GajA/HEC-02A/PtuA1/AbiLi/HEC-01A/ATPase_I-A/AriA/NsnB/ATPase-Toprim_I-B	gabija	4.82
GajA/HEC-02A/PtuA1/AbiLi/HEC-01A/ATPase_I-A/AriA/NsnB/ATPase-Toprim_I-B	HEC-01	33.74
GajA/HEC-02A/PtuA1/AbiLi/HEC-01A/ATPase_I-A/AriA/NsnB/ATPase-Toprim_I-B	meta	11.43
JetC1	wadjet_type_I	56.73
JetC1	wadjet_other	42.91
JetB2	wadjet_type_II	61.16
JetB2	wadjet_other	38.67
Cas8c/Cas7c	cas_type_I-C	96.49
Cas8c/Cas7c	cas_type_other	3.51
MTase_II/oMTase/REase_II	DMS_other	4.64
MTase_II/oMTase/REase_II	RM_type_II	93.82
MTase_II/oMTase	DMS_other	5.07
MTase_II/oMTase	RM_type_II	92.68
DrmMI/DrmD/REase_MTase_IIG	DMS_other	36.65
DrmMI/DrmD/REase_MTase_IIG	RM_type_IIG	36.55
DrmMI/DrmD/REase_MTase_IIG	disarm_type_I	25.34
LmuB	Lamassu_Family	97.51
BrxC/SspC	DMS_other	14.66
BrxC/SspC	PT_SspABCD	85.31
DpdF/PsyrT/SngC/BrxHI	DMS_other	8.7
DpdF/PsyrT/SngC/BrxHI	meta	90.55
JetA1	wadjet_type_I	83.84
JetA1	wadjet_other	15.71
DarG/Specificity_I/Specificity_II	DMS_other	31.19
DarG/Specificity_I/Specificity_II	RM_type_I	68.32
AbiEii	AbiE	99.66
JetA1	wadjet_type_I	31.1
JetA1	wadjet_other	68.4
DrmD/BrxHI/ZorD1/HmaA/DrmA	brex_type_III	16.42
DrmD/BrxHI/ZorD1/HmaA/DrmA	DMS_other	49.73
DrmD/BrxHI/ZorD1/HmaA/DrmA	disarm_type_I	28.91
Vsr	VSPR	99.34
MTase_II/MTase_III	RM_type_II	12.11
MTase_II/MTase_III	DMS_other	34.79
MTase_II/MTase_III	RM_type_III	50.86
ZacB/ZacC	Azaca	97.77
BrxL	DMS_other	26.68
BrxL	brex_type_I	73.02
Cas7b/Cas7c	cas_type_I-C	97.52
QatD	qatABCD	73.49
QatD	qatABCD_other	24.09
Specificity_I/SoFic/Specificity_II	SoFic	27.26
Specificity_I/SoFic/Specificity_II	RM_type_I	60.31
Specificity_I/SoFic/Specificity_II	DMS_other	12.13
Specificity_I/MTase_I	DMS_other	12.49
Specificity_I/MTase_I	RM_type_I	86.67
Cas5e/Cas5	cas_type_other	5.78
Cas5e/Cas5	cas_type_I-E	94.22
SspB	DMS_other	13.11
SspB	PT_SspABCD	86.78
E2/Cyclase	cbass_type_IIs	47.0
E2/Cyclase	cbass_type_II	30.5
E2/Cyclase	cbass_type_I	18.55
QatA/QatB	qatABCD	86.03
QatA/QatB	qatABCD_other	13.4
Orf5/mREase_IV	HEC-06	42.45
Orf5/mREase_IV	DMS_other	43.92
Orf5/mREase_IV	meta	10.6
TnsB	meta	97.22
RT_IV/RT_other/RT_V/RT_VIII/RT_I-B/RT_III-A/RT_VI/RT_XIII/RT_I-A/RT_Ec107-like/RT_VII-A2/RT_IX/RT_II-A	retron_I-A	9.86
RT_IV/RT_other/RT_V/RT_VIII/RT_I-B/RT_III-A/RT_VI/RT_XIII/RT_I-A/RT_Ec107-like/RT_VII-A2/RT_IX/RT_II-A	retron_VI	13.49
RT_IV/RT_other/RT_V/RT_VIII/RT_I-B/RT_III-A/RT_VI/RT_XIII/RT_I-A/RT_Ec107-like/RT_VII-A2/RT_IX/RT_II-A	retron_III-A	22.04
RT_IV/RT_other/RT_V/RT_VIII/RT_I-B/RT_III-A/RT_VI/RT_XIII/RT_I-A/RT_Ec107-like/RT_VII-A2/RT_IX/RT_II-A	retron_II-A	10.15
RT_IV/RT_other/RT_V/RT_VIII/RT_I-B/RT_III-A/RT_VI/RT_XIII/RT_I-A/RT_Ec107-like/RT_VII-A2/RT_IX/RT_II-A	DRT_other	19.32
RT_IV/RT_other/RT_V/RT_VIII/RT_I-B/RT_III-A/RT_VI/RT_XIII/RT_I-A/RT_Ec107-like/RT_VII-A2/RT_IX/RT_II-A	retron_IV	11.86
RT_IV/RT_other/RT_V/RT_VIII/RT_I-B/RT_III-A/RT_VI/RT_XIII/RT_I-A/RT_Ec107-like/RT_VII-A2/RT_IX/RT_II-A	retron_V	8.5
DrmMII/DruM2/MTase_II/oMTase/HNH	VSPR	59.47
DrmMII/DruM2/MTase_II/oMTase/HNH	RM_type_HNH	15.12
DrmMII/DruM2/MTase_II/oMTase/HNH	meta	7.5
DrmMII/DruM2/MTase_II/oMTase/HNH	RM_type_II	17.26
DarG/DarT/PsyrA	darTG	97.88
DpdF/PsyrT/BrxHI	meta	99.76
GajB	gabija	99.5
DpdA/DpdB	DMS_other	7.7
DpdA/DpdB	Dpd	91.94
MTase_II/PD-Lambda-5_B/oMTase	PD-Lambda-5	64.4
MTase_II/PD-Lambda-5_B/oMTase	DMS_other	5.82
MTase_II/PD-Lambda-5_B/oMTase	meta	20.55
MTase_II/PD-Lambda-5_B/oMTase	RM_type_II	9.17
Specificity_I	DMS_other	34.59
Specificity_I	RM_type_I	61.75
Specificity_I	meta	3.66
ZorB2/ZorB1	zorya_type_II	14.2
ZorB2/ZorB1	zorya_other	37.88
ZorB2/ZorB1	zorya_type_I	47.77
ShosA/DpdF/PsyrT/PsyrA	PsyrTA	92.21
ShosA/DpdF/PsyrT/PsyrA	meta	6.7
MTase_II/DruM2/REase_II	VSPR	21.72
MTase_II/DruM2/REase_II	meta	24.98
MTase_II/DruM2/REase_II	RM_type_II	52.56
MTase_I	DMS_other	19.83
MTase_I	RM_type_I	78.03
MTase_II/REase_II	RM_type_II	96.26
MTase_II/REase_II	meta	3.07
HEC-05A/NsnA	HEC-05	74.74
HEC-05A/NsnA	meta	23.27
DrmMI/DrmD/BrxHI/DpdE/ZorD1/HmaA	brex_type_III	6.84
DrmMI/DrmD/BrxHI/DpdE/ZorD1/HmaA	hma	63.74
DrmMI/DrmD/BrxHI/DpdE/ZorD1/HmaA	DMS_other	23.07
DrmMI/DrmD/BrxHI/DpdE/ZorD1/HmaA	brex_type_V	4.42
MTase_II/HmaB/DUF1156_MTase/PsyrA	hma	75.46
MTase_II/HmaB/DUF1156_MTase/PsyrA	DMS_other	19.97
mREase_IV	RM_type_IV	100.0
Specificity_I/Specificity_II	DMS_other	17.04
Specificity_I/Specificity_II	RM_type_I	82.73
Cas2/Cas1e/Cas2e/DEDDh	cas_type_I-E	66.67
Cas2/Cas1e/Cas2e/DEDDh	cas_type_other	28.12
Cas2/Cas1e/Cas2e/DEDDh	meta	4.0
GajA	gabija	98.72
Cas8e/Cas11e	cas_type_other	5.34
Cas8e/Cas11e	cas_type_I-E	94.66
MTase_I	DMS_other	15.46
MTase_I	RM_type_I	83.98
LmuB	Lamassu_Family	97.29
Cas1_II/Cas9/Cas1_IIIa/Cas1	cas_type_II-A	64.95
Cas1_II/Cas9/Cas1_IIIa/Cas1	cas_type_II-C	29.57
MTase_II/DruM2	VSPR	37.57
MTase_II/DruM2	DMS_other	3.1
MTase_II/DruM2	meta	29.35
MTase_II/DruM2	RM_type_II	29.78
DndB	DMS_other	8.76
DndB	PT_DndABCDE	90.5
Cyclase	cbass_type_I	98.41
IetA/TRIP13/DolB	meta	100.0
REase_II	DMS_other	5.04
REase_II	RM_type_II	32.74
REase_II	meta	62.22
Specificity_I/MTase_I	DMS_other	9.64
Specificity_I/MTase_I	RM_type_I	88.87
Cas8c	cas_type_I-C	96.08
Cas8c	cas_type_other	3.92
CSD_V	meta	99.62
MTase_II/MTase_I	DMS_other	6.65
MTase_II/MTase_I	RM_type_I	92.72
AbiD	AbiD	100.0
JetD2	wadjet_type_II	93.26
JetD2	wadjet_other	5.97
MzaD/MzaE	mza_other	9.24
MzaD/MzaE	mza	90.76
DruE3/DruH3	druantia_type_III	98.39
DpdF/typeIV_DinG/PsyrT	meta	97.39
SspD	DMS_other	6.25
SspD	PT_SspABCD	92.99
Specificity_I/Specificity_II	DMS_other	16.98
Specificity_I/Specificity_II	RM_type_I	82.76
Cas7b/Cas7/Cas5/Cas5b	cas_type_I-B1	96.51
Cas3/Cas10/Cas10a	cas_type_III-A	92.99
Cas3/Cas10/Cas10a	cas_type_other	6.6
LmuB	Lamassu_Family	99.29
SngA	Shango	99.59
DrmMII/DruM2/Vsr/MTase_II/oMTase/REase_II	VSPR	5.25
DrmMII/DruM2/Vsr/MTase_II/oMTase/REase_II	DMS_other	3.44
DrmMII/DruM2/Vsr/MTase_II/oMTase/REase_II	meta	19.33
DrmMII/DruM2/Vsr/MTase_II/oMTase/REase_II	RM_type_II	70.44
Cas6f	cas_type_I-F1	92.36
Cas6f	cas_type_other	3.44
Cas6f	cas_type_I-F2	4.2
PprRE/PprDinG/pPIWI_RE_Z	argonaute_other	16.62
PprRE/PprDinG/pPIWI_RE_Z	argonaute_type_III	77.34
PprRE/PprDinG/pPIWI_RE_Z	meta	6.04
RtcR--CARF_AAA_HTH/CARF5--CARF/RtcR_PspF2--CARF_AAA_HTH/RtcR_PspF1--CARF_AAA_HTH	cas_type_other	3.55
RtcR--CARF_AAA_HTH/CARF5--CARF/RtcR_PspF2--CARF_AAA_HTH/RtcR_PspF1--CARF_AAA_HTH	meta	95.92
Cas6e/Cas6	cas_type_other	3.96
Cas6e/Cas6	cas_type_I-E	96.0
RTasSbcB/DEDDh	meta	99.61
SngC/BrxHI	DMS_other	5.26
SngC/BrxHI	meta	93.49
IetS	ietAS	99.33
Cas3a1/Cas3/Cas3b	cas_type_I-B1	91.04
Cas3a1/Cas3/Cas3b	cas_type_other	5.84
SIR2	GAO_19	99.6
BrxL	brex_type_IV	12.69
BrxL	DMS_other	17.84
BrxL	brex_type_I	69.31
REase_II/DndF	DMS_other	5.24
REase_II/DndF	PT_DndFGH	85.2
REase_II/DndF	meta	8.97
Cas5c/Cas5	cas_type_I-C	96.71
DrmMII/DruM2/Vsr/MTase_II/oMTase/REase_II	VSPR	5.63
DrmMII/DruM2/Vsr/MTase_II/oMTase/REase_II	RM_type_II	77.15
DrmMII/DruM2/Vsr/MTase_II/oMTase/REase_II	meta	14.76
JetB1	wadjet_type_I	76.12
JetB1	wadjet_other	23.84
DpdF/PsyrT/ShosT	meta	99.84
DrmD/oMTase/ZorD1/HmaA	DMS_other	96.32
DrmD/oMTase/ZorD1/HmaA	meta	3.43
Specificity_I/Specificity_II	DMS_other	24.57
Specificity_I/Specificity_II	RM_type_I	75.06
PglX/BrxC	brex_type_I	69.58
PglX/BrxC	DMS_other	26.91
Cas11e	cas_type_I-E	98.32
NsnB/NsnC	Menshen_other	10.27
NsnB/NsnC	Menshen	88.62
DUF499/HmaC	DMS_other	14.12
DUF499/HmaC	hma	82.72
Effector/SAVED1--SAVED_HNH	cbass_type_IIs	24.86
Effector/SAVED1--SAVED_HNH	cbass_other	7.46
Effector/SAVED1--SAVED_HNH	cbass_type_II	50.29
Effector/SAVED1--SAVED_HNH	meta	3.13
Effector/SAVED1--SAVED_HNH	cbass_type_I	14.1
LmuA	Lamassu_other	5.58
LmuA	Lamassu_Family	93.93
REase_II/Vsr	VSPR	87.33
REase_II/Vsr	RM_type_II	7.95
REase_II/Vsr	meta	4.64
DrmD/DruE1/DpdE/DruE2/DruE3	DMS_other	3.67
DrmD/DruE1/DpdE/DruE2/DruE3	druantia_other	27.75
DrmD/DruE1/DpdE/DruE2/DruE3	meta	68.46
ThsA1/LmuA	thoeris_type_I	96.17
ThsA1/LmuA	meta	3.58
ZorA1/ZorA2	zorya_other	27.27
ZorA1/ZorA2	zorya_type_II	7.57
ZorA1/ZorA2	zorya_type_I	64.95
QatD	meta	99.62
Cas3b/Cas3e/Cas3a1/Cas3/Cas5/Cas5b	cas_type_I-B1	86.2
Cas3b/Cas3e/Cas3a1/Cas3/Cas5/Cas5b	cas_type_other	6.03
Cas3b/Cas3e/Cas3a1/Cas3/Cas5/Cas5b	meta	6.71
Csm3	cas_type_III-A	93.74
Csm3	cas_type_other	6.26
Specificity_I	DMS_other	13.48
Specificity_I	RM_type_I	86.35
JetD1	wadjet_type_I	95.12
JetD1	wadjet_other	4.49
HEC-07B	HEC-07	24.02
HEC-07B	meta	75.98
DndG	DMS_other	7.85
DndG	PT_DndFGH	92.15
MkoA	Mokosh_TypeI	98.5
Orf5/mREase_IV	DMS_other	29.4
Orf5/mREase_IV	HEC-06	48.51
Orf5/mREase_IV	meta	10.16
Orf5/mREase_IV	RM_type_IV	11.93
Specificity_I	DMS_other	35.31
Specificity_I	RM_type_I	64.56
MTase_II/oMTase	DMS_other	20.39
MTase_II/oMTase	RM_type_II	72.52
MTase_II/oMTase	meta	7.09
Csm3/Csm5/Csm4	cas_type_III-A	95.99
Csm3/Csm5/Csm4	cas_type_other	3.88
NsnC	meta	98.42
SngB/BrxD	brex_type_II	46.24
SngB/BrxD	DMS_other	49.86
SngB/BrxD	brex_type_VI	3.53
MkoA/MkoC/DrmC	Mokosh_TypeII	99.59
